"spp","ab.class","mean.obs","sd.obs","lwr.obs","upr.obs","mean.comb","sd.comb","mean.random","sd.random","lwr.random","upr.random","sp.rank","sp.rank.c","sp.rank.r"
"sp084","Core",15.9333333333333,36.7760541782223,0.0333333333333333,52.7093875115556,15.6859286002842,35.8308241927958,4.15178005867482,9.77425402599618,6.15907930733716,25.7075873593295,11,12,21
"sp085","Core",38.6,63.0711694341646,0.0333333333333333,101.671169434165,38.840653702063,64.323518631948,97.4973096258689,405.846663600649,0.0333333333333333,444.446663600649,2,2,1
"sp086","Occasional",0.3,0.749712588607955,0.0333333333333333,1.04971258860796,0.275202274905108,0.688216520406465,0.268138055258926,0.660936990232192,0.0333333333333333,0.960936990232192,119,122,121
"sp087","Occasional",3.43333333333333,10.2643787568643,0.0333333333333333,13.6977120901977,3.40360413977889,10.2912660161404,3.33876990647833,10.1184971079011,0.0333333333333333,13.5518304412344,46,45,28
"sp088","Core",5.56666666666667,29.5596221959587,0.0333333333333333,35.1262888626254,5.67939969297701,30.1918614872721,1.22543295763833,6.47412329454067,0.0333333333333333,12.0407899612073,35,34,71
"sp089","Occasional",0.0333333333333333,0.182574185835055,0.0333333333333333,0.215907519168389,0.0294350402412448,0.158191089484615,0.0299407311050914,0.160994927552176,0.0333333333333333,0.194328260885509,148,149,150
"sp090","Occasional",0.5,1.61352046031715,0.0333333333333333,2.11352046031715,0.473188430345077,1.54104069795002,0.476353769882946,1.56779931415174,0.0333333333333333,2.06779931415174,98,98,96
"sp091","Occasional",0.0333333333333333,0.182574185835055,0.0333333333333333,0.215907519168389,0.0311737275788341,0.167480046973019,0.0309794852652834,0.166417708460707,0.0333333333333333,0.19975104179404,149,146,144
"sp092","Occasional",0.733333333333333,4.01663208837122,0.0333333333333333,4.74996542170455,0.712156446713698,3.89746353889837,0.757587273817435,4.1463131805502,0.0333333333333333,4.87964651388354,88,88,83
"sp093","Occasional",0.933333333333333,5.11207720338155,0.0333333333333333,6.04541053671488,0.914352521583428,5.00464511610208,0.924680294849423,5.06120103545685,0.0333333333333333,5.99453436879018,81,81,77
"sp094","Occasional",0.4,2.19089023002066,0.0333333333333333,2.59089023002066,0.419640391943227,2.29506233439088,0.448998283805313,2.45584106447868,0.0333333333333333,2.85584106447868,109,105,99
"sp095","Occasional",0.6,1.49942517721591,0.0333333333333333,2.09942517721591,0.570179815150571,1.42929289397543,0.565109299412668,1.40625066538025,0.0333333333333333,2.00625066538025,92,92,90
"sp096","Core",4.36666666666667,13.5200574711422,0.0333333333333333,17.8867241378089,4.4896261093399,13.9854741439433,2.75932704835128,8.77052902040855,0.0333333333333333,13.1371956870752,38,38,38
"sp097","Occasional",0.633333333333333,2.20474931460016,0.0333333333333333,2.83808264793349,0.61823570801528,2.15188002318828,0.625068691162417,2.19889847589283,0.0333333333333333,2.83223180922616,90,90,87
"sp098","Core",15.5666666666667,41.4717879455697,0.0333333333333333,57.0384546122363,16.3996556323937,44.2450896129622,0.291570964652884,0.9515310663089,14.6151356003578,16.5181977329756,12,10,117
"sp099","Occasional",2.16666666666667,9.2067566393433,0.0333333333333333,11.37342330601,2.01469815919736,8.58307713223053,2.09413629531942,8.95411763881831,0.0333333333333333,11.120784305485,61,63,48
"sp101","Occasional",0.2,1.09544511501033,0.0333333333333333,1.29544511501033,0.199097852923354,1.08707082449836,0.209618844692137,1.14468680362904,0.0333333333333333,1.34468680362904,132,131,129
"sp102","Occasional",1.43333333333333,5.37993291416534,0.0333333333333333,6.81326624749867,1.44831601790504,5.46145569331676,1.45775107086887,5.50670382625614,0.0333333333333333,6.94003715958948,73,73,64
"sp103","Occasional",1.83333333333333,8.35457063975837,0.0333333333333333,10.1879039730917,1.75785220936153,8.04191934370533,1.64812833984284,7.43864141343237,0.0333333333333333,9.2719747467657,64,64,59
"sp104","Occasional",1.53333333333333,4.60684148910586,0.0333333333333333,6.1401748224392,1.5620211621658,4.74052614868895,1.5233825172942,4.62557780046846,0.0333333333333333,6.15891113380179,70,69,61
"sp105","Core",5.63333333333333,10.9654106117855,0.0333333333333333,16.5987439451188,5.58358675773656,11.0423061024035,2.39490170678843,7.16101390306652,0.0333333333333333,12.7943472363999,34,35,45
"sp106","Occasional",0.366666666666667,1.24522074855974,0.0333333333333333,1.61188741522641,0.363636061398092,1.27453152639233,0.360611159146457,1.26525845377045,0.0333333333333333,1.63192512043712,112,111,109
"sp107","Occasional",0.0666666666666667,0.365148371670111,0.0333333333333333,0.431815038336777,0.0634804947806193,0.344453870139104,0.0612781034303457,0.332422913041307,0.0333333333333333,0.399089579707974,143,141,140
"sp108","Occasional",2.23333333333333,5.5812699910185,0.0333333333333333,7.81460332435184,2.15347931778545,5.36226769176357,2.1867912620373,5.50666954703892,0.0333333333333333,7.74000288037225,59,59,47
"sp109","Core",11.1666666666667,31.7643080259561,0.0333333333333333,42.9309746926227,10.820664668851,30.5330582597828,13.7793747941438,38.993424555057,0.0333333333333333,50.1600912217236,18,18,8
"sp110","Core",22,65.0596543234719,0.0333333333333333,87.0596543234719,22.7322292859846,67.1011754244696,1.68918655264337,5.09364949758834,16.9063505024117,27.0936494975883,8,8,56
"sp111","Core",6.13333333333333,13.9178212061528,0.0333333333333333,20.0511545394861,6.21753166188858,14.0277023590787,1.61016885601408,3.62056939978052,2.51276393355282,9.75390273311385,32,32,60
"sp112","Occasional",0.766666666666667,4.19920627420627,0.0333333333333333,4.96587294087294,0.747816624013021,4.0928795645292,0.737628246103812,4.03706319734023,0.0333333333333333,4.80372986400689,87,86,84
"sp113","Occasional",2.96666666666667,9.31621994281954,0.0333333333333333,12.2828866094862,2.86948997348906,9.02885188315835,2.83673932732865,8.7710435072742,0.0333333333333333,11.7377101739409,50,52,36
"sp114","Occasional",0.0666666666666667,0.36514837167011,0.0333333333333333,0.431815038336777,0.0599778046820983,0.324971460680052,0.059425930536466,0.321941465126072,0.0333333333333333,0.388608131792739,144,142,141
"sp115","Core",15.2333333333333,79.3206862323305,0.0333333333333333,94.5540195656638,14.5067178466655,75.4582513588068,19.8969103662716,103.65954446611,0.0333333333333333,118.892877799444,13,14,3
"sp116","Occasional",2.16666666666667,3.50451269014713,0.0333333333333333,5.6711793568138,2.08375746414925,3.39582310039051,2.05813901637235,3.36386999559242,0.0333333333333333,5.53053666225909,62,61,49
"sp117","Core",6.36666666666667,18.6130901904219,0.0333333333333333,24.9797568570886,6.50253683451578,19.2665273312654,3.74377181607207,9.81775059869928,0.0333333333333333,16.1844172653659,30,30,23
"sp118","Occasional",0.1,0.547722557505166,0.0333333333333333,0.647722557505166,0.097348502196656,0.529858455637766,0.0955653657893016,0.520074163701126,0.0333333333333333,0.620074163701126,138,138,138
"sp119","Occasional",0.3,0.749712588607955,0.0333333333333333,1.04971258860796,0.280789944578567,0.710917142288679,0.287829204853897,0.726548529581806,0.0333333333333333,1.02654852958181,120,120,118
"sp120","Core",52.2333333333333,75.5342732591081,0.0333333333333333,127.767606592441,51.7291511966955,74.7208269018713,7.5924385714115,24.3637070199623,27.869626313371,76.5970403532957,1,1,16
"sp121","Core",8.13333333333333,16.0080439549736,0.0333333333333333,24.141377288307,7.90195926230815,15.2195553471807,12.2691841857416,19.5826263060597,0.0333333333333333,27.7159596393931,23,24,11
"sp122","Occasional",0.433333333333333,1.69549775690744,0.0333333333333333,2.12883109024077,0.409955148898933,1.59739431450315,0.431406720136142,1.69100603302876,0.0333333333333333,2.12433936636209,104,108,103
"sp123","Occasional",0.433333333333333,1.54659433045272,0.0333333333333333,1.97992766378606,0.419340764580492,1.5421661317967,0.417784426780891,1.52332375827379,0.0333333333333333,1.95665709160713,105,106,105
"sp124","Occasional",1,2.31933403045521,0.0333333333333333,3.31933403045521,0.95846604680143,2.30278469919544,0.981248672999259,2.36466743131455,0.0333333333333333,3.36466743131455,79,78,74
"sp125","Occasional",2.96666666666667,16.2491025393199,0.0333333333333333,19.2157692059866,3.02122084092426,16.5446419056977,2.9564555216191,16.1899155222649,0.0333333333333333,19.1565821889316,51,48,32
"sp126","Occasional",0.633333333333333,2.35596577068591,0.0333333333333333,2.98929910401925,0.60192360399991,2.2289381157039,0.562463318289572,2.0791136024152,0.0333333333333333,2.71244693574853,91,91,91
"sp127","Occasional",0.266666666666667,1.2847469449832,0.0333333333333333,1.55141361164987,0.272827719095547,1.33548746096106,0.262349893678015,1.28857263523453,0.0333333333333333,1.5552393019012,125,123,122
"sp128","Occasional",0.133333333333333,0.730296743340221,0.0333333333333333,0.863630076673555,0.130283218271197,0.709957761960655,0.12854596230037,0.700470220922397,0.0333333333333333,0.83380355425573,135,133,134
"sp129","Occasional",0.0333333333333333,0.182574185835055,0.0333333333333333,0.215907519168389,0.0320962353151365,0.172342879742362,0.0306773443462306,0.164555128710331,0.0333333333333333,0.197888462043664,150,145,147
"sp130","Occasional",0.466666666666667,2.20865590790875,0.0333333333333333,2.67532257457542,0.456774308853663,2.16610465973573,0.447557460443527,2.11931710302344,0.0333333333333333,2.5859837696901,99,100,100
"sp131","Occasional",1.7,5.70631833720458,0.0333333333333333,7.40631833720458,1.71178692416011,5.86644430468874,1.70279483925289,5.83270155786345,0.0333333333333333,7.53270155786345,67,66,55
"sp132","Occasional",0.333333333333333,1.82574185835055,0.0333333333333333,2.15907519168389,0.339505295806522,1.85636092666242,0.328415281983212,1.79556986401495,0.0333333333333333,2.12890319734828,115,113,112
"sp133","Occasional",0.333333333333333,1.82574185835055,0.0333333333333333,2.15907519168389,0.317962221113201,1.73806250793889,0.321453673583682,1.75714066537209,0.0333333333333333,2.09047399870542,116,115,113
"sp134","Occasional",1.26666666666667,5.9069411731444,0.0333333333333333,7.17360783981106,1.22995580006444,5.75541015364311,1.27486744294037,5.9266345216989,0.0333333333333333,7.19330118836557,75,76,69
"sp135","Core",10.2,40.2461392451243,0.0333333333333333,50.4461392451243,10.1488033039569,39.7069734451002,9.80837072264725,41.504078299368,0.0333333333333333,51.704078299368,20,20,13
"sp136","Occasional",0.1,0.547722557505166,0.0333333333333333,0.647722557505166,0.097891211954458,0.533103794444327,0.0962335354034415,0.524032226270193,0.0333333333333333,0.624032226270193,139,137,137
"sp137","Occasional",0.4,1.22051430651746,0.0333333333333333,1.62051430651746,0.377134081655345,1.1869874197322,0.381369153465153,1.21421181503385,0.0333333333333333,1.61421181503385,110,110,108
"sp138","Occasional",3.2,13.0632413995175,0.0333333333333333,16.2632413995175,2.89345981957445,11.6705985843125,2.89284784477791,11.6719569001492,0.0333333333333333,14.8719569001492,48,50,35
"sp143","Occasional",2.53333333333333,9.52576662978143,0.0333333333333333,12.0590999631148,2.46139728470797,9.29543726399332,2.54470625480235,9.71917268989384,0.0333333333333333,12.2525060232272,57,57,43
"sp144","Occasional",0.433333333333333,2.37346441585572,0.0333333333333333,2.80679774918905,0.472759377833554,2.58593640236717,0.463274533820569,2.53402579919585,0.0333333333333333,2.96735913252918,106,99,98
"sp145","Core",6.8,14.772761514308,0.0333333333333333,21.572761514308,6.64833124416985,14.5532392482276,0.718050992902293,1.51984060501071,5.28015939498929,8.31984060501071,29,29,85
"sp146","Occasional",0.466666666666667,1.69651434404199,0.0333333333333333,2.16318101070866,0.449265278168614,1.62450084241406,0.473996979268095,1.73107637184274,0.0333333333333333,2.19774303850941,100,101,97
"sp147","Core",4.3,10.1544962013607,0.0333333333333333,14.4544962013607,4.46118791408657,10.7572477311805,1.35894145306943,2.74633815895954,1.55366184104046,7.04633815895954,40,39,67
"sp148","Occasional",0.0333333333333333,0.182574185835055,0.0333333333333333,0.215907519168389,0.0277609929228604,0.148280137796419,0.0282338468643763,0.150863399139796,0.0333333333333333,0.18419673247313,151,151,151
"sp150","Occasional",0.3,1.20773369980935,0.0333333333333333,1.50773369980935,0.301595610133422,1.19846581477351,0.303160187161831,1.21048884482906,0.0333333333333333,1.51048884482906,121,117,116
"sp151","Core",13.9666666666667,53.3979744762001,0.0333333333333333,67.3646411428668,14.0756107591089,53.7959082517321,17.7323812405109,69.2953452627436,0.0333333333333333,83.2620119294103,15,15,6
"sp152","Occasional",0.0333333333333333,0.182574185835055,0.0333333333333333,0.215907519168389,0.0291024927866771,0.156134163871851,0.0300839885508339,0.161541703216804,0.0333333333333333,0.194875036550137,152,150,149
"sp153","Core",24.9333333333333,66.8482240412658,0.0333333333333333,91.7815573745991,25.0389896978981,67.4637087888991,12.8532501435923,31.6701044642518,0.0333333333333333,56.6034377975852,7,7,10
"sp154","Core",7.1,27.4444266058546,0.0333333333333333,34.5444266058546,7.2214492222854,27.7339522987777,9.330600043758,35.5954689700167,0.0333333333333333,42.6954689700167,26,27,15
"sp155","Core",7.03333333333333,33.4741107716698,0.0333333333333333,40.5074441050032,7.31865644346642,34.8210587214976,2.90233848197867,14.1769625104647,0.0333333333333333,21.2102958437981,28,26,34
"sp156","Occasional",0.433333333333333,1.77498583449099,0.0333333333333333,2.20831916782432,0.4219035261151,1.72217031295295,0.425480718123401,1.73917181524559,0.0333333333333333,2.17250514857893,107,104,104
"sp157","Occasional",0.133333333333333,0.730296743340221,0.0333333333333333,0.863630076673554,0.126176488306647,0.688006013058876,0.130906264547663,0.713930847358832,0.0333333333333333,0.847264180692165,136,134,133
"sp158","Occasional",3.46666666666667,10.8651081316591,0.0333333333333333,14.3317747983257,3.38501706713117,10.5960275440101,3.46948556967907,10.7746267452435,0.0333333333333333,14.2412934119101,45,46,27
"sp159","Occasional",4.1,9.33421588602366,0.0333333333333333,13.4342158860237,4.01308126863577,9.16397898079298,4.04343919660225,9.34389555408535,0.0333333333333333,13.4438955540853,41,41,22
"sp160","Core",25.7333333333333,55.4858996274843,0.0333333333333333,81.2192329608177,26.0645953439155,57.2059820798391,14.4731934405187,31.9635579378958,0.0333333333333333,57.6968912712291,6,6,7
"sp161","Occasional",2.5,5.88246957288026,0.0333333333333333,8.38246957288026,2.44292671796708,5.84391759932942,2.44767933988976,5.84042800724594,0.0333333333333333,8.34042800724594,58,58,44
"sp162","Core",7.7,17.0741789321448,0.0333333333333333,24.7741789321448,7.88645767788563,17.9321245323936,4.74078809666502,10.7851891017193,0.0333333333333333,18.4851891017193,25,25,18
"sp163","Occasional",1.73333333333333,6.09088257764937,0.0333333333333333,7.8242159109827,1.73629691385138,6.23457809141401,1.68500903215609,5.87989862374212,0.0333333333333333,7.61323195707546,66,65,57
"sp164","Occasional",0.0333333333333333,0.182574185835055,0.0333333333333333,0.215907519168389,0.027397090735924,0.146779526294384,0.02785458085981,0.149288557467368,0.0333333333333333,0.182621890800701,153,152,152
"sp165","Occasional",0.466666666666667,1.16658456197135,0.0333333333333333,1.63325122863802,0.439866023900591,1.12164453181574,0.442206062681167,1.12930164974218,0.0333333333333333,1.59596831640884,101,103,101
"sp166","Occasional",0.833333333333333,2.64031520236052,0.0333333333333333,3.47364853569386,0.820185629555455,2.62013144466977,0.82066561263122,2.61595546092775,0.0333333333333333,3.44928879426109,84,84,81
